date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2019-12-31,CtB-only,1,250,3,0.029725493816309713,0,8,success,0.007070885468036313
2019-12-31,Main,1,250,2,5.46336473334852e-08,0,10,success,0.002380770557113545
2020-01-31,EW,1,0,0,0.0,0,10,success,0.0
2020-01-31,GMV,1,0,39,0.0003807197673420385,0,6,success,0.0004208165570068411
2020-01-31,CtR-only,1,210,2,8.476802819268598e-11,0,10,success,0.0001693958062111866
2020-01-31,MDP,1,250,2,0.1819488899107076,0,8,success,-2.257896339712332
2020-01-31,CtB-only,1,250,3,0.023037135906329918,0,8,success,0.004836576283666992
2020-01-31,Main,1,250,2,1.8856526665246752e-08,0,10,success,0.0012490281911979708
2020-02-28,EW,1,0,0,0.0,0,10,success,0.0
2020-02-28,GMV,1,0,53,0.0003522040244510704,0,6,success,0.0005233281679340881
2020-02-28,CtR-only,1,250,2,8.301977700533778e-11,0,10,success,0.00017838946314187635
2020-02-28,MDP,1,250,2,0.12281563504567951,0,8,success,-2.3324337065416088
2020-02-28,CtB-only,1,250,3,0.01704549834859285,0,9,success,0.0038860848004573924
2020-02-28,Main,1,250,2,4.0519867963476044e-08,0,10,success,0.0011328623156232351
2020-03-31,EW,1,0,0,0.0,0,10,success,0.0
2020-03-31,GMV,1,0,35,0.0011669985660910623,0,6,success,0.002866547240430202
2020-03-31,CtR-only,1,217,2,4.1494894732485704e-11,0,10,success,0.00033699535957410246
2020-03-31,MDP,1,250,2,0.20776363411363305,0,7,success,-2.1915368413692486
2020-03-31,CtB-only,1,250,3,0.020187903143870603,0,7,success,0.0011346464436947402
2020-03-31,Main,1,250,3,1.9961540798585678e-09,0,10,success,0.004302810404347951
2020-04-30,EW,1,0,0,0.0,0,10,success,0.0
2020-04-30,GMV,1,0,35,0.001210466719686003,0,6,success,0.0027575799148575257
2020-04-30,CtR-only,1,150,2,4.120516204742911e-11,0,10,success,0.00018362102070826065
2020-04-30,MDP,1,250,1,0.19089750186447216,0,7,success,-2.197239220578797
